artist_a,artist_b
23231,122499
3722,529335
36337,1901708
98,868556
15667,187332
15667,41651
15667,670515
123,10689
976,124275
24110,858500
123,728327
1460,1745
1460,142197
1460,989421
98,620937
15667,16162
15667,1265349
37975,1913430
37975,1560052
37975,1913427
37975,1913431
24110,104711
15667,256958
15667,31805
69500,151884
976,1674257
1460,104475
976,42450
39987,96694
47864,62899
98,1549892
98,1400920
98,1549891
98,1447708
976,38662
976,1486920
976,1066893
47864,1688457
15667,860628
24110,2710893
24110,2710895
1710,43800
1710,30322
39987,1265340
39987,511527
17,846188
17,846187
976,1257759
20291,859029
73294,326683
34596,69494
9746,537706
15667,46922
15667,816271
15667,917022
15667,105086
15667,364228
15667,98881
15667,59694
976,14410
1607,1195370
101,4230
14284,372484
14284,372482
52488,2193538
3648,1487461
387,372708
101,49283
101,107140
101,151796
31442,918878
101,187750
121468,1229742
101,557747
33453,91015
387,33453
387,91015
387,3533
31442,42450
101,386680
33453,122043
101,14410
101,39360
33453,2458256
101,734185
387,1745
387,172597
33453,172597
74964,818699
101,4623
101,97239
1539,94739
33453,166884
33453,194895
33453,1962183
33453,86884
101,43169
101,782023
101,266880
101,170111
101,99557
101,68367
101,404051
101,404001
101,1090333
31076,680525
101,38659
101,249019
31076,303719
101,33946
101,90486
101,262600
101,379696
101,276825
126883,1856814
101,2230831
42565,558164
101,1953946
101,792990
4761,165061
101,1771
101,471325
101,962275
101,220984
101,15247
101,50301
101,1968975
101,340
101,2236369
101,145096
39150,420299
101,1971937
31076,104390
4761,3064540
323769,1292944
323769,334229
101,2130222
101,38660
101,45799
101,1051531
101,1692854
101,265041
101,33953
101,759434
31076,70335
101,261245
356668,954622
33453,877996
33453,910278
31076,33453
31076,877996
31076,910278
101,1599471
33453,2458257
31076,2576460
39150,154420
39150,52672
39150,42744
165034,3082022
165034,3163819
33453,1074288
101,770735
323769,1476567
101,142749
66983,1713102
66983,2063679
42565,52178
267740,3045867
101,3356
33453,2134625
101,58161
101,4033
101,2234010
101,42450
101,1275359
14916,133956
42495,400212
3273,103769
3467,130607
3467,37373
12299,429242
4324,2460900
4324,929926
4324,70335
3417,48418
3417,113887
4324,31069
3417,954622
10792,340977
12299,238197
12299,33725
12299,540535
12299,242340
12299,2140062
12299,155643
12299,684108
12299,444629
14410,39360
4324,104390
10792,78697
1812,480098
1745,33453
1745,172597
3417,4324
12299,12438
1745,4021
1745,32752
12299,55217
4335,31747
4324,340965
4324,31066
4324,45732
4324,597064
4324,104400
4324,278865
12299,47856
12299,1114177
10792,519366
10792,793377
12299,31454
12299,421260
11617,79575
4324,2460818
4324,54462
4335,63836
1745,8852
1745,142197
1745,989421
14410,379696
10792,73997
12299,24516
12299,485740
4335,404052
4324,405730
1745,303719
24108,1106681
1745,86884
1745,123033
1745,789912
4324,2460833
12299,586638
52487,167826
12299,122653
12299,902563
12299,499667
10792,232042
4335,379696
4324,7604
1745,194895
1745,91015
10792,43169
12299,31839
42495,186223
42495,416691
33953,187750
11465,743401
11465,272984
14410,33946
10792,1225714
3467,222191
4335,4350
4335,4473
4335,4772
4335,99557
4335,124275
42495,271572
42495,271581
1344,141171
12299,73502
12299,193999
42495,389988
10439,165131
4324,69641
12299,34491
11465,103690
42495,77933
42495,444629
4324,2460803
4335,683689
33953,39360
33953,387208
4335,107148
10792,1258624
4324,2075516
4324,2460801
12299,23395
12299,45037
12299,70429
12299,20157
11465,1417828
1745,31074
10792,1569329
1812,1265455
4324,2400831
4324,88850
4324,4334
4324,2038749
4324,1086475
4324,1126678
3417,31069
3417,70335
4324,1246372
12299,41660
4688,942969
10792,68367
10792,1051531
1812,1089520
11617,723658
4335,90486
4335,1320447
14410,2130222
14410,38660
1344,1238872
12299,15747
4335,113388
10792,21791
4324,2070087
14410,2063690
12299,34106
1748,1108737
12299,34560
12299,389988
4324,15667
3417,15667
14410,42450
4335,247354
12299,259960
10792,36336
1344,117928
42495,245713
42495,606989
42495,236205
12299,80430
14410,31404
12299,32512
12299,140020
12299,477107
3417,261816
12299,38542
12299,97546
42495,45915
42495,1041816
4324,152767
4324,909960
4324,244269
4335,816254
11465,2064222
24503,36341
14410,665417
14410,69641
4335,142749
1344,228902
1344,33086
3417,533566
12299,38633
4324,220351
3417,4508
12299,490316
11617,133956
11617,14916
16283,37902
1810,4324
1810,31066
1810,45732
1810,54462
2489,126829
50140,1961052
232042,340977
1810,1466537
584368,1554445
232042,265041
33897,1585619
1810,15667
1810,3417
3082022,3163819
232042,575974
69559,1792011
33897,730258
1810,220351
6083,2699077
